rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384749.991,2401,18,32,True,False,22391762.845979147,87870086.18996607,1530.2452392578125,2,27,4,0,0,23,9,0,15,False,False,False,True
384749.991,2401,18,32,True,False,21311933.815391768,111994966.00372635,1852.2674560546875,0,1,0,0,56000,38,4,0,2,True,True,True,True
384749.991,2401,18,32,True,False,21115341.57341459,110961875.01036549,70.159912109375,0,2,0,0,56000,43,4,0,2,False,True,True,True
384749.991,2401,18,32,True,False,17750433.945085537,93279168.48047295,644.069580078125,0,28,0,0,56000,43,4,0,2,False,True,True,True
384749.991,2401,18,32,True,False,18488594.268097606,97158222.69768505,608.610107421875,0,32,0,0,56000,39,4,0,2,True,True,True,True
384749.991,2401,18,32,True,False,18521088.233323798,97328969.53565265,2725.548828125,0,31,0,0,29000,35,5,0,3,False,False,False,False
384749.991,2401,18,32,True,False,21914230.397786498,115160240.30797085,-1735.05859375,0,12,0,0,23000,33,6,0,5,False,False,False,False
384749.991,2401,18,32,True,False,21282216.966463774,111838803.30215919,848.0693359375,2,29,0,0,55000,49,3,0,1,True,False,True,True
384749.991,2401,18,32,True,False,22255010.104996275,116950851.50857602,-606.661865234375,2,33,0,0,53000,41,4,0,2,False,True,True,True
384749.991,2401,18,32,True,False,23087357.844310388,121324884.18955718,-494.04248046875,2,7,0,0,0,25,9,0,15,False,False,False,True
384749.991,2401,18,32,True,False,24282888.402897798,127607438.79372388,1888.04833984375,2,12,0,0,52000,35,5,0,4,False,False,False,False
384749.991,2401,18,32,True,False,22388909.437608194,117654515.53805074,1987.192626953125,2,19,0,0,32000,38,5,0,3,True,True,True,True
384749.991,2401,18,32,True,False,21282217.738461405,90778254.81081137,688.5193481445312,2,29,8,0,53000,50,3,0,1,True,False,True,True
384749.991,2401,18,32,True,False,24282885.878828503,103577445.77369237,1532.708740234375,2,12,8,0,50000,40,4,0,2,True,True,True,True
384749.991,2401,18,32,True,False,22388910.255953606,95498785.07577187,1612.9122314453125,2,19,8,0,31240,37,5,0,3,True,True,True,True
384749.991,2401,18,32,True,False,21311932.55248461,87268808.3039875,1443.6640625,0,1,3,0,55000,37,5,0,3,False,False,False,False
384749.991,2401,18,32,True,False,17750431.30305277,72685049.6878691,501.8750305175781,0,28,3,0,55000,40,4,0,2,True,True,True,True
384749.991,2401,18,32,True,False,18488597.10773664,75707713.26095082,474.0722961425781,0,32,3,0,55000,44,4,0,1,False,True,True,True
384749.991,2401,18,32,True,False,18521079.210584015,75840722.37040181,2121.78125,0,31,3,0,0,21,9,0,15,False,False,False,True
384749.991,2401,18,32,True,False,18168764.24920187,74398051.73142944,-812.5068359375,0,10,3,0,0,15,9,0,15,False,False,False,True
384759.991,2401,18,32,True,False,21308415.57187316,83618843.60550474,1379.8560791015625,0,1,7,0,22860,39,4,0,2,True,True,True,True
384759.991,2401,18,32,True,False,17749212.16934691,69651723.9449934,478.2202453613281,0,28,7,0,56000,42,3,0,2,False,True,True,True
384759.991,2401,18,32,True,False,18487435.858357444,72548658.43526983,453.6633605957031,0,32,7,0,56000,43,3,0,2,False,True,True,True
384759.991,2401,18,32,True,False,18874619.77083809,74068088.61319165,-110.69458770751953,0,25,7,0,19280,31,5,0,5,False,False,False,False
384759.991,2401,18,32,True,False,20925546.80207444,82116340.10763654,-2107.625732421875,0,23,7,0,0,21,9,0,15,False,False,False,True
384759.991,2401,18,32,True,False,21280602.467990845,83509655.4455311,633.3740844726562,2,29,4,0,55000,51,3,0,1,False,False,False,True
384759.991,2401,18,32,True,False,22256164.95286779,87337964.67271373,-455.7287902832031,2,33,4,0,54000,38,4,0,2,True,True,True,True
